"","AFG","ALB","DZA","AGO","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BTN","BOL","BIH","BWA","BRA","BRN","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","HRV","CUB","CUW","CYP","CZE","DNK","DJI","DOM","COD","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GRC","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","HND","HKG","HUN","ISL","IND","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MAC","MKD","MDG","MWI","MYS","MDV","MLI","MLT","MTQ","MRT","MUS","MYT","MEX","FSM","MDA","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NCL","NZL","NIC","NER","NGA","PRK","NOR","OMN","PAK","PSE","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","REU","ROU","RUS","RWA","LCA","VCT","WSM","STP","SAU","SEN","SRB","SYC","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","KOR","SSD","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TWN","TJK","TZA","THA","TLS","TGO","TON","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","USA","VIR","URY","UZB","VUT","VEN","VNM","ESH","YEM","ZMB","ZWE"
"82",1138.66666666667,2.5,7.26666666666667,0,0,0,1104,0,0,24.1333333333333,1155.93333333333,0,136.133333333333,0,0,13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6,0,0,0,0,104.666666666667,532.233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8,0,36622.7333333333,1674.53333333333,0,0,153.133333333333,0,0,0,0,33.3333333333333,0,0,315.65,0,0,0,127.266666666667,0,0,0,0,0,0,0,0,0,252.533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,95.3333333333333,1043.66666666667,0,0,0,0,0,0,0,0,0,543.766666666667,0,0,63.4666666666667,0,0,0,0,0,1411.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.4,0,36.6666666666667,0,29.0666666666667,0,240.133333333333,0,0,0,0,0,3359.98333333333,1000,0,25.25,2984.33333333333,101.2,0,0,0,18.9333333333333,0,0,0,0,0,0,0
"83",0,0,0,0,0,0,0,0,0,167.8,0,0,200.266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,193.25,0,0,0,0,0,0,0,0,0,0,0,0,65.4,207.533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5333333333333,0,1674.53333333333,1537.46666666667,0,0,0,0,0,0,1761.76666666667,0,0,0,1111.23333333333,0,0,0,652.666666666667,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.083333333333,0,0,0,0,0,0,0,0,1527.83333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.8,0,1000,0,0,0,0,0,0,0,0,0,2425.23333333333,0,0,0,1933.23333333333,25.7333333333333,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,0,0,168.4,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.4,368.733333333333,0,0,0,0,25.2,0,0,0,0,0,0,0,1947.53333333333,0,0,0,0,0,2098.8,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,281.066666666667,0,907.8,0,0,0,0,0,0,0,0,0,0,151.2,0,0,0,0,201.6,0,0,0,0,0,0,0,0,50.4,0,0,0,0,0,0,7.6,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,222.433333333333,0,0,0,0,0,0,0,0,1201.6,307.6,0,0,0,89.6,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,2544,0,0,0,0,166.366666666667,489,0,0,0,0,0,0,0,0,0,0,210.8,0,0,0,740.133333333333,18882.1333333333,2106.7,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,0,0,0,463.2,16.2666666666667,0,0,0,0,39.4666666666667,315.333333333333,0,0,0,0,0,0,0,0,171.533333333333,0,0,0,0,144.4,0,0,0,0,83.6,0,0,0,0,6,0,0,185.066666666667,223.966666666667,25.6,0,0,0,0,1040.53333333333,0,0,0,0,119.783333333333,0,45.4,1131.28333333333,0,0,0,0,92,1332.56666666667,0,153.966666666667,0,0,0,0,0,0,0,0,0,167.4,258.1,0,117.916666666667,0,0,0,0,3635.6,963.25,0,0,0,1235.93333333333,0,0,0,0,0,0,30.3333333333333,1000,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.433333333333,0,0,0,0,401.8,1360.41666666667,0,0,0,0,0,0,0,75.6,0,0,0,0,0,0,0,88.3833333333333,95.4,0,625.616666666667,0,0,0,0,49.6,879.016666666667,1000,0,0,0,365.916666666667,0,0,0,0,0,1642.43333333333,0,0,549.466666666667,0,1120.86666666667,1874,0,0,118.133333333333,0,0,0,0,0,0,0
"86",0,3356.1,384.616666666667,0,0,397.466666666667,19.4,0,0,2582.6,70.6666666666667,0,0,0,0,83.2,4665.56666666667,0,0,0,0,0,0,686.666666666667,0,382.8,0,0,0,0,144.816666666667,22,0,0,0,681,0,0,0,0,111.733333333333,219.95,0,143.2,1010,1291.13333333333,0,103.9,0,0,907.35,0,0,0,50.4,422.216666666667,0,582.066666666667,14200.5666666667,0,0,0,0,12.8,15599.2666666667,44.8,1221.33333333333,0,0,0,0,0,0,0,0,0,433.333333333333,1082.93333333333,0,81.8666666666667,0,153.133333333333,0,907.8,963.25,86128.9333333333,0,13.25,656.533333333333,143.133333333333,0,131.6,0,165.8,0,0,305.933333333333,265.15,0,0,194.133333333333,316.4,300.533333333333,0,114.133333333333,0,0,0,45.6,0,1019.66666666667,0,0,37.6,0,68.4,0,441.266666666667,0,64.5666666666667,1750.8,0,0,0,0,0,0,0,0,0,44.8,0,277.233333333333,115.666666666667,65.8,0,0,0,0,0,0,1660.46666666667,1518.9,0,905.466666666667,0,3012.76666666667,2867.13333333333,0,0,0,0,0,185.6,58.6666666666667,524.833333333333,0,0,257.6,226.8,1000,0,0,0,105.4,0,11300.4,121.366666666667,18.1333333333333,0,0,580.066666666667,3802.03333333333,0,0,0,56.4,350,0,0,0,0,663.066666666667,3023.58333333333,0,0,874.066666666667,2593.25,12979.6333333333,2674.31666666667,0,0,51.2333333333333,0,208.133333333333,0,0,0,0,0
"87",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7333333333333,0,307.166666666667,0,0,0,0,0,0,0,1270.05,0,0,57.6,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.966666666667,0,0,86.4,0,0,0,1754.46666666667,0,0,0,0,0,1127.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,1072.53333333333,0,0,0,0,0,0,0,0,0,1163.36666666667,0,0,0,0,0,0,0,0,0,0,115.083333333333,0,0,0,0,0,0,0,0,37.8666666666667,131.733333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.2,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.033333333333,0,0,41.6833333333333,40.2666666666667,0,0,0,0,0,3.68333333333333,0,0,0,0,0,0,0,0,0,0
"88",0,0,0,0,41.0666666666667,0,0,0,0,0,0,61.6,0,0,20.5333333333333,0,37.1333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1747.85,0,0,0,0,0,0,0,0,0,0,36.75,40.5333333333333,0,0,0,0,84.9666666666667,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,103.8,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,13.25,0,397.866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.2,0,0,0,0,0,0,0,0,0,0,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,41.0666666666667,0,0,0,0,0,0,385.433333333333,4899.63333333333,0,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,1404.88333333333,169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836.666666666667,0,0,0,0,15518.8166666667,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,760.6,1671.33333333333,0,78.4,0,0,0,1650.9,0,0,0,0,3269.48333333333,0,0,0,0,0,0,6999.83333333333,0,0,566,1521.93333333333,0,0,0,0,656.533333333333,0,0,348432.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.166666666667,0,0,0,1651.36666666667,0,0,0,0,0,0,0,97.2,0,0,43.2,0,0,0,201.2,0,0,0,230.533333333333,298.133333333333,0,0,0,0,4.08333333333333,0,0,0,0,16.2666666666667,0,0,3443.63333333333,0,0,0,423.066666666667,0,0,468.966666666667,0,0,0,0,0,0,0,0,0,0,4291.61666666667,0,0,0,0,0,18892.35,0,0,152.266666666667,0,0,0,4.08333333333333,204.4,0,14213.4166666667,0,0,5984.33333333333,0,0,0,0,0,816.3,0,0,0,1158.8,1064.25,14755.7166666667,0,0,0,0,0,2262.2,0,0,0,0
"90",0,0,92.7333333333333,0,0,0,0,0,0,129.966666666667,0,0,254.366666666667,0,0,0,20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9,0,0,0,0,0,0,0,0,0,0,0,0,80.5333333333333,0,0,0,0,0,0,904.6,0,0,0,0,0,0,0,251.416666666667,0,0,0,0,0,281.866666666667,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,135.6,0,0,1761.76666666667,0,1235.93333333333,143.133333333333,0,0,0,285.866666666667,0,0,0,446.033333333333,0,0,0,775.533333333333,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6666666666667,0,0,117.6,0,0,0,0,0,0,0,0,0,0,418.733333333333,0,30.1333333333333,44.1,0,0,0,0,0,2735.65,0,0,0,0,0,0,0,0,0,0,0,0,101.666666666667,0,87.5666666666667,0,0,0,51.2,1000,0,0,0,261.333333333333,0,0,0,0,38,514.433333333333,0,0,25.8666666666667,1964.63333333333,437.616666666667,242.666666666667,0,0,0,0,0,0,0,230.1,0,0
"91",0,0,0,0,0,0,11.2,0,0,47,189.5,0,0,0,0,70.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.36666666667,0,0,0,0,0,0,0,0,35.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.2,360.6,0,0,0,0,0,0,0,0,0,0,0,66.4,0,0,157.466666666667,0,33.3333333333333,0,0,0,0,0,0,0,0,10783.7666666667,0,0,0,1137.03333333333,0,0,0,0,0,0,0,0,0,0,0,0,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.933333333333,0,0,0,0,0,0,0,0,0,0,132.533333333333,0,254.466666666667,0,0,0,0,0,632.483333333333,1000,0,358.1,504.133333333333,122.633333333333,0,0,0,1299.63333333333,0,0,44.2666666666667,0,0,0,0
"92",0,0,0,40.9,0,0,0,0,0,17.4166666666667,0,0,0,0,0,0,64.4333333333333,0,25.1333333333333,0,0,0,54.5666666666667,0,0,0,0,207.5,0,116.5,0,0,0,0,0,160,0,26.1333333333333,48.3333333333333,0,0,0,0,0,0,0,17.8333333333333,0,213.466666666667,0,77.3333333333333,0,0,20,0,1605.73333333333,0,9.7,115.2,0,0,0,0,0,123.483333333333,248.583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,368.166666666667,0,0,0,0,0,131.6,58,0,0,0,0,5327.4,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2666666666667,141.983333333333,0,0,46.4,0,0,0,35.2,26.1333333333333,0,0,0,0,0,0,124.533333333333,0,0,0,0,0,0,0,0,160.466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,331.6,0,0,0,513.866666666667,0,0,0,0,54,0,0,46.4,0,0,0,0,0,1216.93333333333,624.4,88.9333333333333,271.466666666667,0,0,74.4,0,0,0,173.933333333333,0,0,0,2234.71666666667,122.4,0,0,0,0,0,213.266666666667,0,1623.33333333333,0,1065.9,611.933333333333,0,0,0,0,0,0,0,0,20,196.4,117.083333333333
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2666666666667,0,0,0,0,0,0,0,0,0,0
"94",16.2666666666667,0,0,0,0,0,0,0,0,0,0,0,1037.4,358.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735.06666666667,0,0,0,0,70.6666666666667,0,0,0,0,0,0,0,0,323.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.3,0,315.65,1111.23333333333,0,0,165.8,0,0,0,446.033333333333,0,0,0,0,0,0,0,508.3,0,0,0,0,0,0,0,0,0,108.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8,291.666666666667,0,0,0,0,0,0,0,0,0,1446.6,0,0,0,0,0,0,0,0,3022.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,435.266666666667,0,0,0,0,0,0,0,0,0,213.066666666667,0,0,0,0,21.0666666666667,506.7,0,0,0,5437.5,528.2,252.666666666667,0,0,0,0,0,0,0,100,0,0
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5666666666667,0,0,0,0,0,0,0,0,0,1175.13333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137.03333333333,0,0,0,2207.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197.46666666667,0,0,0,0,0,0,0,761.016666666667,0,0,0,112.2,0,0,0,0,1072,0,0,0,0,0,0,0
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345.73333333333,0,0,0,0,0,0,1358.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2282.6,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2,0,0,0,0,0,258.533333333333,0,0,0,0,0,0,0,0,0,0,0,0,2205.26666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,0,0
"97",0,0,0,0,0,0,0,0,0,102.2,0,0,0,0,0,1059.23333333333,111.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,36.5,244.266666666667,0,0,0,0,24,0,0,0,1372.76666666667,0,0,505.6,187.266666666667,0,0,0,0,34.8,807.7,0,0,0,0,0,0,0,0,0,0,0,0,26.7666666666667,0,0,0,0,0,151.2,30.3333333333333,305.933333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.566666666667,0,0,0,0,0,0,0,0,131.333333333333,0,0,0,0,0,1887.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.8,0,0,0,0,246.566666666667,56.3,0,0,0,0,0,0,0,0,0,0,166.6,0,0,198.133333333333,61.8666666666667,863.2,33.5,0,0,49.4,0,0,0,0,0,0,0
"98",0,2.5,57.6,0,0,0,16.8,0,0,0,0,0,128.033333333333,0,0,6.66666666666667,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.733333333333,0,0,0,0,0,0,681.733333333333,0,0,0,0,143.733333333333,0,0,702.966666666667,0,0,0,0,0,300.9,65.0666666666667,67.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.266666666667,652.666666666667,0,1000,265.15,0,0,0,775.533333333333,0,0,0,508.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8,0,0,0,0,0,0,0,0,0,97.6,0,0,75.4,0,0,0,0,0,0,0,0,0,0,523,0,33.0666666666667,46.4,0,0,0,0,0,996.733333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1000,0,0,0,0,0,0,0,0,40.6666666666667,909.566666666667,0,0,0,1716.1,323.933333333333,0,0,0,0,0,0,0,0,49.9,0,0
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7333333333333,0,0,0,0,0,0,409.233333333333,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.53333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413.88333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,1050.43333333333,0,0,0,0,0,0,57.1333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033.86666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484.6,0,0,0,0,0,0,0,56.8,0,0,0,0,0,184.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.133333333333,0,0,0,533,0,0,0,0,0,0,0,0,0,0,4462.9,0,0,0,0,0,0,0,0,0,359.133333333333,0,0,0,0,0,0,0,0,0,507.2,0,0,0,0,0,0,0,0,1033.86666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.766666666667,0,0,0,0,0,0,0,0,0,0,0,0,41.6,0,1071.46666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,4107.63333333333,1213.76666666667,0,0,0,271.133333333333,263.033333333333,0,0,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,0,0,83.2666666666667,0,0,0,0,0,1055.2,184.933333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,40.1333333333333,350.5,0,0,0,0,0,0,0,0,112.516666666667,0,0,146.666666666667,129.333333333333,0,0,0,0,0,561.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.6,48,316.4,0,0,0,0,0,0,0,0,0,0,1406.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.2,0,0,0,0,0,0,0,0,1201.53333333333,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.9,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,31.1166666666667,0,0,175.333333333333,0,745.2,0,0,0,0,0,0,0,0,0,0,0
"103",0,0,0,0,0,0,0,0,0,159.9,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,141.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1204.53333333333,0,0,0,0,0,1783.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.466666666667,0,0,0,0,0,359.833333333333,0,0,0,0,0,0,0,0,0,34.4666666666667,71.0333333333333,0,0,0,0,695.2,0,0,0,0,0,0,0,0,0,0,0
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928.06666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93333333333333,0,0,0,0,0,0,0,0,0,0,0,164.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,521.133333333333,0,0,0,0,0,0,0,0,0,2623.8,0,0,1428.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.6,0,0,0,0
"105",0,1000,0,0,0,0,0,0,0,141.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.133333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117.6,0,0,0,0,86.45,0,0,0,0,0,0,0,0,0,0,168,158.8,0,0,0,0,0,0,0,0,0,0,337.4,0,0,0,46.4,96,0,0,0,0,0,0,0,0,0,0,0
"106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0,0,0,0,0,0,174.833333333333,125.933333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.133333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.733333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.983333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.733333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.2,0,0,0,0,0,0,0,0,0,0,0,0,1027.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161.71666666667,44.6
